RecipeName	BelongSchool	DesignLevel	RecipeExplain	RecipeID	RecipeLevel	Type	IsSystemRecipe	IsEquipmentRecipe	SkillRecipeType	SkillType	SkillID	SkillLevel	PrepareFramesAdd	PrepareFramesPercent	CoolDownAdd1	CoolDownAdd2	CoolDownAdd3	MinRadiusAdd	MaxRadiusAdd	CostLifeAddPercent	CostManaAddPercent	CostRageAdd	CostEnergyAdd	CostStaminaAdd	CostTrainAdd	DamageAddPercent	ScriptFile
吐故生阳2	纯阳镇派	2		517	2	3					314																纯阳\镇派\吐故生阳2.lua
经脉-减少后翻公共CD	测试	1	减少调息时间	518	1	2	1		0	0	9004	0	0	1024	0	-8	0	0	0	0	0	0		0		0	
经脉-减少后翻公共CD	测试	2	减少调息时间	518	2	2	1		0	0	9004	0	0	1024	0	-16	0	0	0	0	0	0		0		0	
经脉-减少后翻公共CD	测试	3	减少调息时间	518	3	2	1		0	0	9004	0	0	1024	0	-24	0	0	0	0	0	0		0		0	
经脉-减少后翻公共CD	测试	4	减少调息时间	518	4	2	1		0	0	9004	0	0	1024	0	-32	0	0	0	0	0	0		0		0	
经脉-减少后翻公共CD	测试	5	减少调息时间	518	5	2	1		0	0	9004	0	0	1024	0	-40	0	0	0	0	0	0		0		0	
经脉-减少左翻公共CD	测试	1	减少调息时间	519	1	2	1		0	0	9005	0	0	1024	0	-8	0	0	0	0	0	0		0		0	
经脉-减少左翻公共CD	测试	2	减少调息时间	519	2	2	1		0	0	9005	0	0	1024	0	-16	0	0	0	0	0	0		0		0	
经脉-减少左翻公共CD	测试	3	减少调息时间	519	3	2	1		0	0	9005	0	0	1024	0	-24	0	0	0	0	0	0		0		0	
经脉-减少左翻公共CD	测试	4	减少调息时间	519	4	2	1		0	0	9005	0	0	1024	0	-32	0	0	0	0	0	0		0		0	
经脉-减少左翻公共CD	测试	5	减少调息时间	519	5	2	1		0	0	9005	0	0	1024	0	-40	0	0	0	0	0	0		0		0	
经脉-减少右翻公共CD	测试	1	减少调息时间	520	1	2	1		0	0	9006	0	0	1024	0	-8	0	0	0	0	0	0		0		0	
经脉-减少右翻公共CD	测试	2	减少调息时间	520	2	2	1		0	0	9006	0	0	1024	0	-16	0	0	0	0	0	0		0		0	
经脉-减少右翻公共CD	测试	3	减少调息时间	520	3	2	1		0	0	9006	0	0	1024	0	-24	0	0	0	0	0	0		0		0	
经脉-减少右翻公共CD	测试	4	减少调息时间	520	4	2	1		0	0	9006	0	0	1024	0	-32	0	0	0	0	0	0		0		0	
经脉-减少右翻公共CD	测试	5	减少调息时间	520	5	2	1		0	0	9006	0	0	1024	0	-40	0	0	0	0	0	0		0		0	
经脉-减少前冲公共CD	测试	1	减少调息时间	521	1	2	1		0	0	9003	0	0	1024	0	-8	0	0	0	0	0	0		0		0	
经脉-减少前冲公共CD	测试	2	减少调息时间	521	2	2	1		0	0	9003	0	0	1024	0	-16	0	0	0	0	0	0		0		0	
经脉-减少前冲公共CD	测试	3	减少调息时间	521	3	2	1		0	0	9003	0	0	1024	0	-24	0	0	0	0	0	0		0		0	
经脉-减少前冲公共CD	测试	4	减少调息时间	521	4	2	1		0	0	9003	0	0	1024	0	-32	0	0	0	0	0	0		0		0	
经脉-减少前冲公共CD	测试	5	减少调息时间	521	5	2	1		0	0	9003	0	0	1024	0	-40	0	0	0	0	0	0		0		0	
经脉-减少天策傲血战意CD	测试	1	减少调息时间	522	1	2	1		0	0	10026	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少天策傲血战意CD	测试	2	减少调息时间	522	2	2	1		0	0	10026	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少天策傲血战意CD	测试	3	减少调息时间	522	3	2	1		0	0	10026	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少天策傲血战意CD	测试	4	减少调息时间	522	4	2	1		0	0	10026	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少天策傲血战意CD	测试	5	减少调息时间	522	5	2	1		0	0	10026	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少天策铁牢律CD	测试	1	减少调息时间	523	1	2	1		0	0	10062	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少天策铁牢律CD	测试	2	减少调息时间	523	2	2	1		0	0	10062	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少天策铁牢律CD	测试	3	减少调息时间	523	3	2	1		0	0	10062	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少天策铁牢律CD	测试	4	减少调息时间	523	4	2	1		0	0	10062	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少天策铁牢律CD	测试	5	减少调息时间	523	5	2	1		0	0	10062	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少少林易筋经CD	测试	1	减少调息时间	524	1	2	1		0	0	10003	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少少林易筋经CD	测试	2	减少调息时间	524	2	2	1		0	0	10003	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少少林易筋经CD	测试	3	减少调息时间	524	3	2	1		0	0	10003	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少少林易筋经CD	测试	4	减少调息时间	524	4	2	1		0	0	10003	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少少林易筋经CD	测试	5	减少调息时间	524	5	2	1		0	0	10003	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少少林洗髓经CD	测试	1	减少调息时间	525	1	2	1		0	0	10002	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少少林洗髓经CD	测试	2	减少调息时间	525	2	2	1		0	0	10002	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少少林洗髓经CD	测试	3	减少调息时间	525	3	2	1		0	0	10002	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少少林洗髓经CD	测试	4	减少调息时间	525	4	2	1		0	0	10002	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少少林洗髓经CD	测试	5	减少调息时间	525	5	2	1		0	0	10002	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少纯阳紫霞功CD	测试	1	减少调息时间	526	1	2	1		0	0	10014	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少纯阳紫霞功CD	测试	2	减少调息时间	526	2	2	1		0	0	10014	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少纯阳紫霞功CD	测试	3	减少调息时间	526	3	2	1		0	0	10014	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少纯阳紫霞功CD	测试	4	减少调息时间	526	4	2	1		0	0	10014	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少纯阳紫霞功CD	测试	5	减少调息时间	526	5	2	1		0	0	10014	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少纯阳太虚剑意CD	测试	1	减少调息时间	527	1	2	1		0	0	10015	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少纯阳太虚剑意CD	测试	2	减少调息时间	527	2	2	1		0	0	10015	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少纯阳太虚剑意CD	测试	3	减少调息时间	527	3	2	1		0	0	10015	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少纯阳太虚剑意CD	测试	4	减少调息时间	527	4	2	1		0	0	10015	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少纯阳太虚剑意CD	测试	5	减少调息时间	527	5	2	1		0	0	10015	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少万花花间游CD	测试	1	减少调息时间	528	1	2	1		0	0	10021	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少万花花间游CD	测试	2	减少调息时间	528	2	2	1		0	0	10021	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少万花花间游CD	测试	3	减少调息时间	528	3	2	1		0	0	10021	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少万花花间游CD	测试	4	减少调息时间	528	4	2	1		0	0	10021	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少万花花间游CD	测试	5	减少调息时间	528	5	2	1		0	0	10021	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少万花离经易道CD	测试	1	减少调息时间	529	1	2	1		0	0	10028	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少万花离经易道CD	测试	2	减少调息时间	529	2	2	1		0	0	10028	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少万花离经易道CD	测试	3	减少调息时间	529	3	2	1		0	0	10028	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少万花离经易道CD	测试	4	减少调息时间	529	4	2	1		0	0	10028	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少万花离经易道CD	测试	5	减少调息时间	529	5	2	1		0	0	10028	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少七秀云裳心经CD	测试	1	减少调息时间	530	1	2	1		0	0	10080	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少七秀云裳心经CD	测试	2	减少调息时间	530	2	2	1		0	0	10080	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少七秀云裳心经CD	测试	3	减少调息时间	530	3	2	1		0	0	10080	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少七秀云裳心经CD	测试	4	减少调息时间	530	4	2	1		0	0	10080	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少七秀云裳心经CD	测试	5	减少调息时间	530	5	2	1		0	0	10080	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少七秀冰心诀CD	测试	1	减少调息时间	531	1	2	1		0	0	10081	0	0	1024	-1920	0	0	0	0	0	0	0		0		0	
经脉-减少七秀冰心诀CD	测试	2	减少调息时间	531	2	2	1		0	0	10081	0	0	1024	-3840	0	0	0	0	0	0	0		0		0	
经脉-减少七秀冰心诀CD	测试	3	减少调息时间	531	3	2	1		0	0	10081	0	0	1024	-5760	0	0	0	0	0	0	0		0		0	
经脉-减少七秀冰心诀CD	测试	4	减少调息时间	531	4	2	1		0	0	10081	0	0	1024	-7680	0	0	0	0	0	0	0		0		0	
经脉-减少七秀冰心诀CD	测试	5	减少调息时间	531	5	2	1		0	0	10081	0	0	1024	-9600	0	0	0	0	0	0	0		0		0	
经脉-减少天策傲血战意公共CD	测试	1	减少调息时间	532	1	2	1		0	0	10026	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少天策傲血战意公共CD	测试	2	减少调息时间	532	2	2	1		0	0	10026	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少天策傲血战意公共CD	测试	3	减少调息时间	532	3	2	1		0	0	10026	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少天策傲血战意公共CD	测试	4	减少调息时间	532	4	2	1		0	0	10026	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少天策傲血战意公共CD	测试	5	减少调息时间	532	5	2	1		0	0	10026	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少天策铁牢律公共CD	测试	1	减少调息时间	533	1	2	1		0	0	10062	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少天策铁牢律公共CD	测试	2	减少调息时间	533	2	2	1		0	0	10062	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少天策铁牢律公共CD	测试	3	减少调息时间	533	3	2	1		0	0	10062	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少天策铁牢律公共CD	测试	4	减少调息时间	533	4	2	1		0	0	10062	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少天策铁牢律公共CD	测试	5	减少调息时间	533	5	2	1		0	0	10062	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少少林易筋经公共CD	测试	1	减少调息时间	534	1	2	1		0	0	10003	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少少林易筋经公共CD	测试	2	减少调息时间	534	2	2	1		0	0	10003	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少少林易筋经公共CD	测试	3	减少调息时间	534	3	2	1		0	0	10003	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少少林易筋经公共CD	测试	4	减少调息时间	534	4	2	1		0	0	10003	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少少林易筋经公共CD	测试	5	减少调息时间	534	5	2	1		0	0	10003	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少少林洗髓经公共CD	测试	1	减少调息时间	535	1	2	1		0	0	10002	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少少林洗髓经公共CD	测试	2	减少调息时间	535	2	2	1		0	0	10002	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少少林洗髓经公共CD	测试	3	减少调息时间	535	3	2	1		0	0	10002	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少少林洗髓经公共CD	测试	4	减少调息时间	535	4	2	1		0	0	10002	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少少林洗髓经公共CD	测试	5	减少调息时间	535	5	2	1		0	0	10002	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少纯阳紫霞功公共CD	测试	1	减少调息时间	536	1	2	1		0	0	10014	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少纯阳紫霞功公共CD	测试	2	减少调息时间	536	2	2	1		0	0	10014	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少纯阳紫霞功公共CD	测试	3	减少调息时间	536	3	2	1		0	0	10014	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少纯阳紫霞功公共CD	测试	4	减少调息时间	536	4	2	1		0	0	10014	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少纯阳紫霞功公共CD	测试	5	减少调息时间	536	5	2	1		0	0	10014	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少纯阳太虚剑意公共CD	测试	1	减少调息时间	537	1	2	1		0	0	10015	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少纯阳太虚剑意公共CD	测试	2	减少调息时间	537	2	2	1		0	0	10015	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少纯阳太虚剑意公共CD	测试	3	减少调息时间	537	3	2	1		0	0	10015	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少纯阳太虚剑意公共CD	测试	4	减少调息时间	537	4	2	1		0	0	10015	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少纯阳太虚剑意公共CD	测试	5	减少调息时间	537	5	2	1		0	0	10015	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少万花花间游公共CD	测试	1	减少调息时间	538	1	2	1		0	0	10021	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少万花花间游公共CD	测试	2	减少调息时间	538	2	2	1		0	0	10021	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少万花花间游公共CD	测试	3	减少调息时间	538	3	2	1		0	0	10021	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少万花花间游公共CD	测试	4	减少调息时间	538	4	2	1		0	0	10021	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少万花花间游公共CD	测试	5	减少调息时间	538	5	2	1		0	0	10021	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少万花离经易道公共CD	测试	1	减少调息时间	539	1	2	1		0	0	10028	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少万花离经易道公共CD	测试	2	减少调息时间	539	2	2	1		0	0	10028	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少万花离经易道公共CD	测试	3	减少调息时间	539	3	2	1		0	0	10028	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少万花离经易道公共CD	测试	4	减少调息时间	539	4	2	1		0	0	10028	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少万花离经易道公共CD	测试	5	减少调息时间	539	5	2	1		0	0	10028	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少七秀云裳心经公共CD	测试	1	减少调息时间	540	1	2	1		0	0	10080	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少七秀云裳心经公共CD	测试	2	减少调息时间	540	2	2	1		0	0	10080	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少七秀云裳心经公共CD	测试	3	减少调息时间	540	3	2	1		0	0	10080	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少七秀云裳心经公共CD	测试	4	减少调息时间	540	4	2	1		0	0	10080	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少七秀云裳心经公共CD	测试	5	减少调息时间	540	5	2	1		0	0	10080	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
经脉-减少七秀冰心诀公共CD	测试	1	减少调息时间	541	1	2	1		0	0	10081	0	0	1024	0	-19200	0	0	0	0	0	0		0		0	
经脉-减少七秀冰心诀公共CD	测试	2	减少调息时间	541	2	2	1		0	0	10081	0	0	1024	0	-38400	0	0	0	0	0	0		0		0	
经脉-减少七秀冰心诀公共CD	测试	3	减少调息时间	541	3	2	1		0	0	10081	0	0	1024	0	-57600	0	0	0	0	0	0		0		0	
经脉-减少七秀冰心诀公共CD	测试	4	减少调息时间	541	4	2	1		0	0	10081	0	0	1024	0	-76800	0	0	0	0	0	0		0		0	
经脉-减少七秀冰心诀公共CD	测试	5	减少调息时间	541	5	2	1		0	0	10081	0	0	1024	0	-96000	0	0	0	0	0	0		0		0	
藏剑场景教学_九溪弥烟	测试	1	调用脚本	542	1	2	1			0	1579	0	0		0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\教学_九溪弥烟.lua
藏剑场景教学_霞流宝石	测试	1	调用脚本	543	1	2	1			0	1610	0	0		0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\教学_霞流宝石.lua
藏剑场景教学_啸日	测试	1	调用脚本	544	1	2	1			0	1656	0	0		0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\教学_啸日.lua
《秀水剑法·平湖断月》秘诀残页	藏剑	1	增加会心	545	1	0	0		1578	0	1578	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心2分.lua
《秀水剑法·平湖断月》参悟残页	藏剑	1	增加伤害	546	1	0	0		1578	0	1578	0	0	1024	0	0	0	0	0	0	0	0		0		31	
《秀水剑法·平湖断月》参悟断篇	藏剑	2	增加伤害	547	1	0	0		1578	0	1578	0	0	1024	0	0	0	0	0	0	0	0		0		41	
《秀水剑法·平湖断月》参悟绝章	藏剑	3	增加伤害	548	1	0	0		1578	0	1578	0	0	1024	0	0	0	0	0	0	0	0		0		51	
《秀水剑法·平湖断月》真传残页	藏剑	1	增加技能距离	549	1	0	0		1578	0	1578	0	0	1024	0	0	0	0	64	0	0	0		0		0	
《秀水剑法·平湖断月》人偶图残页	藏剑	1	增加效果	550	1	0	0		1578	0	1578	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加剑气2点.lua
《秀水剑法·平湖断月》人偶图断篇	藏剑	2	增加效果	551	1	0	0		1578	0	1578	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加剑气3点.lua
《秀水剑法·黄龙吐翠》秘诀残页	藏剑	1	增加会心	552	1	0	0		1581	0	1581	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心2分.lua
《秀水剑法·黄龙吐翠》秘诀断篇	藏剑	2	增加会心	553	1	0	0		1581	0	1581	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心3分.lua
《秀水剑法·黄龙吐翠》秘诀绝章	藏剑	3	增加会心	554	1	0	0		1581	0	1581	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心4分.lua
《秀水剑法·黄龙吐翠》参悟残页	藏剑	1	增加伤害	555	1	0	0		1581	0	1581	0	0	1024	0	0	0	0	0	0	0	0		0		31	
《秀水剑法·黄龙吐翠》参悟断篇	藏剑	2	增加伤害	556	1	0	0		1581	0	1581	0	0	1024	0	0	0	0	0	0	0	0		0		41	
《秀水剑法·黄龙吐翠》参悟绝章	藏剑	3	增加伤害	557	1	0	0		1581	0	1581	0	0	1024	0	0	0	0	0	0	0	0		0		51	
《秀水剑法·黄龙吐翠》人偶图残页	藏剑	1	增加效果	558	1	0	0		1581	0	1581	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加剑气2点.lua
《秀水剑法·黄龙吐翠》人偶图断篇	藏剑	2	增加效果	559	1	0	0		1581	0	1581	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加剑气3点.lua
《秀水剑法·九溪弥烟》秘诀残页	藏剑	1	增加会心	560	1	0	0		1579	0	1579	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心2分.lua
《秀水剑法·九溪弥烟》秘诀断篇	藏剑	2	增加会心	561	1	0	0		1579	0	1579	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心3分.lua
《秀水剑法·九溪弥烟》参悟残页	藏剑	1	增加伤害	562	1	0	0		1579	0	1579	0	0	1024	0	0	0	0	0	0	0	0		0		31	
《秀水剑法·九溪弥烟》参悟断篇	藏剑	2	增加伤害	563	1	0	0		1579	0	1579	0	0	1024	0	0	0	0	0	0	0	0		0		41	
《秀水剑法·九溪弥烟》参悟绝章	藏剑	3	增加伤害	564	1	0	0		1579	0	1579	0	0	1024	0	0	0	0	0	0	0	0		0		51	
《秀水剑法·九溪弥烟》真传残页	藏剑	1	增加技能距离	565	1	0	0		1579	0	1579	0	0	1024	0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\《秀水剑法·九溪弥烟》真传残页.lua
《秀水剑法·九溪弥烟》真传断篇	藏剑	2	增加技能距离	566	1	0	0		1579	0	1579	0	0	1024	0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\《秀水剑法·九溪弥烟》真传断篇.lua
《灵峰剑式·云飞玉皇》经脉图残页	藏剑	1	减少聚气时间	567	1	0	0		1593	0	0	0	-4	1024	0	0	0	0	0	0	0	0		0		0	
《灵峰剑式·云飞玉皇》经脉图断篇	藏剑	2	减少聚气时间	568	1	0	0		1593	0	0	0	-4	1024	0	0	0	0	0	0	0	0		0		0	
《灵峰剑式·云飞玉皇》参悟残页	藏剑	1	增加伤害	569	1	0	0		1593	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		20	
《灵峰剑式·云飞玉皇》参悟断篇	藏剑	2	增加伤害	570	1	0	0		1593	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		31	
《灵峰剑式·云飞玉皇》参悟绝章	藏剑	3	增加伤害	571	1	0	0		1593	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		41	
《灵峰剑式·云飞玉皇》详解残页	藏剑	1	增加命中	572	1	0	0		1593	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中1分.lua
《灵峰剑式·云飞玉皇》详解断篇	藏剑	2	增加命中	573	1	0	0		1593	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中2分.lua
《灵峰剑式·云飞玉皇》秘诀残页	藏剑	1	增加会心	574	1	0	0		1593	0	0	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心3分.lua
《灵峰剑式·夕照雷峰》经脉图残页	藏剑	1	减少聚气时间	575	1	0	0		0	0	1600	0	-2	1024	0	0	0	0	0	0	0	0		0		0	
《灵峰剑式·夕照雷峰》经脉图断篇	藏剑	2	减少聚气时间	576	1	0	0		0	0	1600	0	-2	1024	0	0	0	0	0	0	0	0		0		0	
《灵峰剑式·夕照雷峰》详解残页	藏剑	1	增加命中	577	1	0	0		1600	0	1600	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中1分.lua
《灵峰剑式·夕照雷峰》详解断篇	藏剑	2	增加命中	578	1	0	0		1600	0	1600	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中2分.lua
《灵峰剑式·夕照雷峰》参悟残页	藏剑	1	增加伤害	579	1	0	0		1600	0	1600	0	0	1024	0	0	0	0	0	0	0	0		0		20	
《灵峰剑式·夕照雷峰》参悟断篇	藏剑	2	增加伤害	580	1	0	0		1600	0	1600	0	0	1024	0	0	0	0	0	0	0	0		0		31	
《灵峰剑式·夕照雷峰》参悟绝章	藏剑	3	增加伤害	581	1	0	0		1600	0	1600	0	0	1024	0	0	0	0	0	0	0	0		0		41	
《灵峰剑式·夕照雷峰》秘诀残页	藏剑	1	增加会心	582	1	0	0		1600	0	1600	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心3分.lua
《灵峰剑式·风来吴山》参悟残页	藏剑	1	增加伤害	583	1	0	0		1645	0	1645	0	0	1024	0	0	0	0	0	0	0	0		0		20	
《灵峰剑式·风来吴山》参悟断篇	藏剑	2	增加伤害	584	1	0	0		1645	0	1645	0	0	1024	0	0	0	0	0	0	0	0		0		31	
《灵峰剑式·风来吴山》参悟绝章	藏剑	3	增加伤害	585	1	0	0		1645	0	1645	0	0	1024	0	0	0	0	0	0	0	0		0		41	
《灵峰剑式·风来吴山》人偶图残页	藏剑	1	增加效果	586	1	0	0		1645	0	1645	0	0	1024	0	0	0	0	0	0	0	0		0		0	
《灵峰剑式·风来吴山》人偶图断篇	藏剑	2	增加效果	587	1	0	0		1645	0	1645	0	0	1024	0	0	0	0	0	0	0	0		0		0	藏剑\秘笈\《灵峰剑式·风来吴山》人偶图断篇.lua
《灵峰剑式·风来吴山》秘诀残页	藏剑	1	增加会心	588	1	0	0		1645	0	1645	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心2分.lua
《灵峰剑式·风来吴山》秘诀断篇	藏剑	2	增加会心	589	1	0	0		1645	0	1645	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心3分.lua
《君子风·听雷》穴位图残页	藏剑	1	减少调息时间	590	1	0	0		0	0	1	0	0	1024	-4	0	0	0	0	0	0	0		0		0	
《君子风·听雷》穴位图断篇	藏剑	2	减少调息时间	591	1	0	0		0	0	1	0	0	1024	-4	0	0	0	0	0	0	0		0		0	
《君子风·听雷》详解残页	藏剑	1	增加命中	592	1	0	0		1646	0	1646	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中1分.lua
《君子风·听雷》详解断篇	藏剑	2	增加命中	593	1	0	0		1646	0	1646	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加命中2分.lua
《君子风·听雷》秘诀残页	藏剑	1	增加会心	594	1	0	0		1646	0	1646	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心2分.lua
《君子风·听雷》秘诀断篇	藏剑	2	增加会心	595	1	0	0		1646	0	1646	0	0	1024	0	0	0	0	0	0	0	0		0		0	秘笈\增加会心3分.lua
《君子风·听雷》参悟残页	藏剑	1	增加伤害	596	1	0	0		1646	0	1646	0	0	1024	0	0	0	0	0	0	0	0		0		31	
《君子风·听雷》参悟断篇	藏剑	2	增加伤害	597	1	0	0		1646	0	1646	0	0	1024	0	0	0	0	0	0	0	0		0		41	
