ID	Name	EventType	Odds	SkillID	SkillLevel	SkillCaster	SkillTarget	EventMask1	EventMask2	Save	Useage	EventSkillID	EventSkillLevel	AngleFlag	BeginAngle	EndAngle
688	唐门特殊武器_无影无幻	BeHitOTAction	1024	3943	1	EventCaster	EventCaster	2097152	0	0	0	0	0		0	0
689	千缘外功饰品效果	Hit	1024	4022	1	EventCaster	EventCaster	131084	0		16	0	0		0	0
690	千缘内功饰品效果	Hit	1024	4022	2	EventCaster	EventCaster	480	0		16	0	0		0	0
691	千缘治疗饰品效果	Hit	1024	4022	3	EventCaster	EventCaster	4096	0		16	0	0		0	0
692	千缘坦克饰品效果	Hit	1024	4022	4	EventCaster	EventCaster	131564	0		16	0	0		0	0
693	明教_寂镜卫_激活反击	BeHit	1024	4039	1	EventCaster	EventCaster	131564	0		8	0	0		0	0
694	25人天王殿_无花而果删除BUFF	BeHit	1024	4055	1	EventCaster	EventCaster	480	0	0	0	0	0		0	0
695	25人天王殿_学海苦舟回内	BeHit	1024	4056	1	EventCaster	EventCaster	131564	0	0	0	0	0		0	0
696	明教_暗尘弥散_施展伤害招式显形	PreCast	1024	4058	1	EventCaster	EventCaster	131564	32768		8	0	0		0	0
697	明教_暗尘弥散_被打显形	BeHit	1024	4950	1	EventCaster	EventCaster	131564	0		8	0	0		0	0
698	明教_银月斩会心后加能量1	CriticalStrike	1024	4064	1	EventCaster	EventCaster	0	0		8	3960	0		0	0
699	明教_银月斩会心后加能量2	CriticalStrike	1024	4064	2	EventCaster	EventCaster	0	0		8	13468	0		0	0
700	万花_正常会心后加血上限1级	CriticalStrike	1024	4079	1	EventCaster	EventTarget	0	0	0	2	3038	0		0	0
701	万花_正常会心后加血上限2级	CriticalStrike	1024	4079	2	EventCaster	EventTarget	0	0	0	2	3038	0		0	0
702	万花_30%会心后加血上限1级	CriticalStrike	1024	4079	1	EventCaster	EventTarget	0	0	0	2	3039	0		0	0
703	万花_30%会心后加血上限2级	CriticalStrike	1024	4079	1	EventCaster	EventTarget	0	0	0	2	3039	0		0	0
704	万花_60%会心后加血上限1级	CriticalStrike	1024	4079	2	EventCaster	EventTarget	0	0	0	2	3040	0		0	0
705	万花_60%会心后加血上限2级	CriticalStrike	1024	4079	2	EventCaster	EventTarget	0	0	0	2	3040	0		0	0
706	天策_掠如火_团队无威胁1	Cast	1024	4094	1	EventCaster	EventCaster	0	0	0	1	411	0		0	0
707	天策_掠如火_团队无威胁2	Cast	1024	4094	2	EventCaster	EventCaster	0	0	0	1	411	0		0	0
708	天策_掠如火_团队无威胁3	Cast	1024	4094	3	EventCaster	EventCaster	0	0	0	1	411	0		0	0
709	少林特殊武器被打	BeHit	1024	4102	1	EventCaster	EventTarget	131564	0		16	0	0		0	0
711	25人持国回忆录_青龙长老_毒啸	BeHit	1024	3495	2	EventCaster	EventCaster	4096	0		0	0	0		0	0
713	明教密道_狂暴反击	BeCast	1024	4189	1	EventCaster	EventTarget	131564	0	0	0	0	0		0	0
714	明教密道_被击删除BUFF	BeHit	1024	4191	1	EventCaster	EventCaster	131564	0	0	0	0	0		0	0
716	明教密道_狂暴反击80	BeCast	1024	4189	2	EventCaster	EventTarget	131564	0	0	0	0	0		0	0
718	明教密道_火焰盾反击	BeCast	1024	4192	1	EventCaster	EventTarget	131564	0	0	0	0	0		0	0
719	明教密道_火焰反击80	BeCast	1024	4192	2	EventCaster	EventTarget	131564	0	0	0	0	0		0	0
720	南诏皇宫_泰崇傣_封印	BeHit	102	4236	1	EventTarget	EventCaster	0	0		0	4239	1		0	0
721	南诏皇宫_泰崇傣_残背	BeHit	1024	4246	1	EventCaster	EventTarget	492	0		0	0	0		0	0
722	南诏皇宫_泰崇傣_灼热护甲	BeHit	1024	4247	1	EventCaster	EventCaster	4096	0		0	0	0		0	0
723	明教密道_大力丸打断	BeHitOTAction	1024	4249	1	EventCaster	EventCaster	2097152	0	0	0	0	0		0	0
724	南诏皇宫_段宗公_残影	Cast	307	4263	1	EventCaster	EventCaster	4096	0		0	0	0		0	0
725	南诏皇宫_萧杀_龙象波诺功	BeHit	1024	4281	1	EventCaster	EventCaster	4096	0	0	15	0	0		0	0
726	南诏皇宫_王遗风_冰雪霜皇	Cast	1024	4283	1	EventCaster	EventTarget	131072	0	0	15	0	0		0	0
727	小橙武BOSS_少林_千斤坠被捉事件	BeCast	1024	4362	1	EventCaster	EventCaster	0	0		15	242	0		0	0
728	小橙武BOSS_少林_无相诀打断事件	BeCast	1024	4342	1	EventCaster	EventCaster	0	0		15	2589	0		0	0
729	明教_烈日斩会心后加能量1	CriticalStrike	1024	4063	1	EventCaster	EventCaster	0	0		8	3963	0		0	0
730	明教_烈日斩会心后加能量2	CriticalStrike	1024	4063	2	EventCaster	EventCaster	0	0		8	3963	0		0	0
731	明教_夜叉心_招式带减速	Hit	1024	4065	1	EventCaster	EventTarget	131180	0	0	8	0	0		0	0
732	明教_夜叉心_招式带锁足	Hit	1024	4065	2	EventCaster	EventTarget	131180	0	0	8	0	0		0	0
733	明教_夜叉心_招式带定身	Hit	1024	4065	3	EventCaster	EventTarget	131180	0	0	8	0	0		0	0
734	明教_夜叉心_招式带晕眩	Hit	1024	4065	4	EventCaster	EventTarget	131180	0	0	8	0	0		0	0
735	明教密道_无影击被打断	BeHitOTAction	1024	4444	1	EventCaster	EventCaster	2097152	0	0	0	0	0		0	0
736	明教_会心后加移动速度1	CriticalStrike	1024	4068	1	EventCaster	EventCaster	131296	0		8	0	0		0	0
737	明教_会心后加移动速度2	CriticalStrike	1024	4068	2	EventCaster	EventCaster	131296	0		8	0	0		0	0
738	明教_净世破魔击日_几率带DOT1	Hit	512	4070	1	EventCaster	EventTarget	0	0	0	8	4037	0		0	0
739	明教_净世破魔击日_几率带DOT2	Hit	1024	4070	1	EventCaster	EventTarget	0	0	0	8	4037	0		0	0
740	明教_几率带流血1	Hit	204	4071	1	EventCaster	EventCaster	488	0	0	8	0	0		0	0
741	明教_几率带流血2	Hit	204	4071	2	EventCaster	EventCaster	488	0	0	8	0	0		0	0
742	明教_几率带流血3	Hit	204	4071	3	EventCaster	EventCaster	488	0	0	8	0	0		0	0
743	明教_圣明佑_消耗后加会效1	Cast	1024	4468	1	EventCaster	EventCaster	0	0		8	3965	0		0	0
744	明教_生死劫_消耗后加会效1	Cast	1024	4468	1	EventCaster	EventCaster	0	0		8	3966	0		0	0
745	明教_破魔击_消耗后加会效1	Cast	1024	4468	1	EventCaster	EventCaster	0	0		8	3967	0		0	0
746	明教_圣明佑_消耗后加会效2	Cast	1024	4468	2	EventCaster	EventCaster	0	0		8	3965	0		0	0
747	明教_生死劫_消耗后加会效2	Cast	1024	4468	2	EventCaster	EventCaster	0	0		8	3966	0		0	0
748	明教_破魔击_消耗后加会效2	Cast	1024	4468	2	EventCaster	EventCaster	0	0		8	3967	0		0	0
749	明教_被打重置贪魔体1	BeHit	1024	4469	1	EventCaster	EventCaster	131564	0		8	0	0		0	0
750	明教_被打重置贪魔体2	BeHit	1024	4469	2	EventCaster	EventCaster	131564	0		8	0	0		0	0
751	明教_闪避后回血1	Dodge	1024	4470	1	EventCaster	EventCaster	131086	0		8	0	0		0	0
752	明教_闪避后回血2	Dodge	1024	4470	2	EventCaster	EventCaster	131086	0		8	0	0		0	0
753	明教_招架后回血1	Parry	1024	4470	1	EventCaster	EventCaster	14	0		8	0	0		0	0
754	明教_招架后回血2	Parry	0	4470	2	EventCaster	EventCaster	131086	0		8	0	0		0	0
755	明教_使目标减攻击1	Hit	205	4472	1	EventCaster	EventTarget	492	0		8	0	0		0	0
756	明教_使目标减攻击2	Hit	205	4472	2	EventCaster	EventTarget	0	0		8	3981	0		0	0
757	明教_破魔击_消耗后加外防	Cast	1024	4473	1	EventCaster	EventCaster	0	0		8	4037	0		0	0
758	明教_破魔击_消耗后加内防	Cast	1024	4492	1	EventCaster	EventCaster	0	0		8	4038	0		0	0
759	明教_生死劫_消耗后加外防	Cast	1024	4473	1	EventCaster	EventCaster	0	0		8	4035	0		0	0
760	明教_生死劫_消耗后加内防	Cast	1024	4492	1	EventCaster	EventCaster	0	0		8	4036	0		0	0
761	明教_圣明佑_消耗后加外防	Cast	1024	4473	1	EventCaster	EventCaster	0	0		8	4033	0		0	0
762	明教_圣明佑_消耗后加内防	Cast	1024	4492	1	EventCaster	EventCaster	0	0		8	4034	0		0	0
763	明教_秘籍_幽月轮_会心后加月能1	CriticalStrike	1024	4474	1	EventCaster	EventCaster	0	0		8	4024	0		0	0
764	明教_秘籍_幽月轮_会心后加月能2	CriticalStrike	1024	4474	1	EventCaster	EventCaster	0	0		8	4025	0		0	0
765	明教_秘籍_幽月轮_会心后加月能3	CriticalStrike	1024	4474	1	EventCaster	EventCaster	0	0		8	4026	0		0	0
766	明教场景_隐身使用后添加反隐身	Cast	1024	7666	1	EventCaster	EventCaster	0	0		15	4043	0		0	0
767	明教_秘籍_净世破魔击日_会心后驱散	CriticalStrike	1024	4475	1	EventCaster	EventTarget	0	65536		8	0	0		0	0
768	明教_秘籍_净世破魔击月_会心后驱散	CriticalStrike	1024	4475	1	EventCaster	EventTarget	0	0		8	4476	0		0	0
769	明教_几率日月灵魂1	Hit	338	4071	1	EventCaster	EventCaster	0	2147483648	0	8	0	0	1	64	192
770	明教_几率日月灵魂2	Hit	686	4071	1	EventCaster	EventCaster	0	2147483648	0	8	0	0	1	64	192
771	明教_几率日月灵魂3	Hit	1024	4071	1	EventCaster	EventCaster	0	2147483648	0	8	0	0	1	64	192
772	南诏皇宫_军阵_侍卫_归刃	Cast	1024	4548	1	EventCaster	EventCaster	1	0	0	0	0	0		0	0
773	南诏皇宫_军阵_物资兵_自我治愈	BeHit	1024	4576	1	EventCaster	EventCaster	492	0	0	0	0	0		0	0
774	南诏皇宫_军阵_物资兵_格挡	BeHit	1024	4583	1	EventCaster	EventCaster	492	0	0	0	0	0		0	0
775	南诏皇宫_军阵_枪斗士_气合	BeHit	1024	4645	1	EventCaster	EventCaster	492	0	0	0	0	0		0	0
776	南诏皇宫_军阵_枪斗士_心力爆发	Cast	1024	4747	1	EventCaster	EventCaster	1	0	0	0	0	0		0	0
777	明教_攻击阵_会心后阵眼加会效	CriticalStrike	1024	4684	1	EventCaster	EventCaster	131564	0	0	8	0	0		0	0
778	明教_攻击阵_驱夜断愁小队加会心	Cast	1024	4685	1	EventCaster	EventCaster	0	0		8	3979	0		0	0
779	明教_攻击阵_目标死亡阵眼回血	Kill	1024	4686	1	EventCaster	EventCaster	131564	0	0	8	19055	0		0	0
780	明教_防御阵_被打阵眼加气血上限	BeHit	1024	4697	1	EventCaster	EventCaster	131564	0		8	0	0		0	0
781	明教_防御阵_渡厄力小队加防御	Cast	1024	4698	1	EventCaster	EventCaster	0	0		8	3982	0		0	0
782	明教_防御阵_队友死亡阵眼回血	BeKill	1024	4699	1	EventCaster	EventTarget	131583	0	0	8	0	0		0	0
783	南诏皇宫_军阵_投枪者_逆鳞枪阵	Cast	154	4712	1	EventCaster	EventTarget	492	0	0	0	0	0		0	0
784	南诏皇宫_康雪烛_斗转之笔	BeHit	1024	4750	1	EventCaster	EventCaster	492	0	0	0	0	0		0	0
785	南诏皇宫_阁罗凤_一阳指·二品_被打断	BeHitOTAction	1024	4770	1	EventCaster	EventCaster	2097152	0	0	0	0	0		0	0
786	明教场景_赤日轮三段被击	BeHit	1024	7689	1	EventCaster	EventTarget	0	0		15	4030	0		0	0
787	明教场景_净世破魔击被击	BeHit	1024	7690	1	EventCaster	EventTarget	0	0		15	4037	0		0	0
788	明教场景_净世破魔击被击2	BeHit	1024	7690	1	EventCaster	EventTarget	0	0		15	4038	0		0	0
791	南诏皇宫_阁罗凤_狼隐咆哮_被驱散_清风垂露	BeHit	1024	4780	1	EventCaster	EventCaster	0	0	0	0	133	0		0	0
792	南诏皇宫_军阵_敌军恶尸_毒性皮肤	BeHit	1024	4798	1	EventCaster	EventTarget	131564	0	0	0	0	0		0	0
793	南诏皇宫_军阵_敌军铁盾兵_盾击	BeHit	1024	4800	1	EventCaster	EventCaster	131564	0	0	0	0	0		0	0
794	T1明教技能命中3%几率触发会心buff	Hit	33	4804	1	EventCaster	EventCaster	96	0		16	0	0		0	0
795	T0明教施展招式获得AP增加buff	Cast	68	4803	1	EventCaster	EventCaster	96	0		16	0	0		0	0
796	T2明教技能命中3%几率触发会心buff	Hit	33	4804	2	EventCaster	EventCaster	96	0		16	0	0		0	0
797	T3明教技能命中3%几率触发会心buff	Hit	33	4804	3	EventCaster	EventCaster	96	0		16	0	0		0	0
798	明教技能触发10%AP	Cast	66	3383	1	EventCaster	EventCaster	492	0		16	0	0		0	0
799	明教MT6件套属性(1级)	BeHit	102	1322	7	EventCaster	EventCaster	131564	0		16	0	0		0	0
800	明教MT6件套属性(2级)	BeHit	102	1322	7	EventCaster	EventCaster	131564	0		16	0	0		0	0
801	明教MT6件套属性(3级)	BeHit	102	1322	12	EventCaster	EventCaster	131564	0		16	0	0		0	0
802	万花_枕灯眠_会心触发1	CriticalStrike	51	293	1	EventCaster	EventCaster	8388608	0	0	2	0	0		0	0
803	万花_枕灯眠_会心触发2	CriticalStrike	102	293	1	EventCaster	EventCaster	8388608	0	0	2	0	0		0	0
804	南诏皇宫_军阵_阁罗凤_破绽	BeHit	1024	4805	1	EventCaster	EventTarget	131072	0	0	0	0	0		0	0
805	明教_光明相_圣明佑日	Cast	1024	4477	1	EventCaster	EventCaster	0	0		8	34348	0		0	0
806	明教_光明相_圣明佑月	Cast	1024	4477	2	EventCaster	EventCaster	0	0		8	34349	0		0	0
807	明教_光明相_生死劫日	Cast	1024	4477	1	EventCaster	EventCaster	0	0		8	4035	0		0	0
808	明教_光明相_生死劫月	Cast	1024	4477	2	EventCaster	EventCaster	0	0		8	4036	0		0	0
809	明教_光明相_净世破魔击日	Cast	1024	4477	1	EventCaster	EventCaster	0	0		8	4037	0		0	0
810	明教_光明相_净世破魔击月	Cast	1024	4477	2	EventCaster	EventCaster	0	0		8	4038	0		0	0
811	南诏皇宫_4号_被打断	BeHit	1024	4815	1	EventCaster	EventCaster	2097152	0	0	0	0	0		0	0
812	明教_击杀重置驱夜断愁	Kill	1024	4479	1	EventCaster	EventCaster	131567	0		8	0	0		0	0
813	明教_驱夜断愁_背后1	Cast	1024	4481	1	EventCaster	EventTarget	0	0		8	3979	0	1	64	192
814	明教_驱夜断愁_背后2	Cast	1024	4482	1	EventCaster	EventTarget	0	0		8	3979	0	1	64	192
815	明教_被击_加内防1	BeHit	1024	4491	1	EventCaster	EventCaster	131564	0		8	0	0		0	0
816	明教_被击_加内防2	Hit	256	4491	2	EventCaster	EventCaster	492	0		8	0	0		0	0
817	明教场景_监视被刺	Cast	1024	7706	1	EventCaster	EventCaster	0	0		15	3979	0		0	0
818	南诏皇宫_康雪烛_血涌	BeHit	1024	4508	1	EventCaster	EventCaster	4096	0	0	0	0	0		0	0
819	明教场景_戒火斩被击	BeHit	1024	7714	1	EventCaster	EventTarget	0	0		15	3980	0		0	0
820	明教_净世破魔击日_镇派额外仇恨1	Hit	1024	4493	1	EventCaster	EventTarget	0	65536		8	0	0		0	0
821	明教_净世破魔击日_镇派额外仇恨2	Hit	1024	4493	2	EventCaster	EventTarget	0	65536		8	0	0		0	0
822	明教_净世破魔击月_镇派额外仇恨1	Hit	1024	4869	1	EventCaster	EventTarget	0	0		8	4476	0		0	0
823	明教_净世破魔击月_镇派额外仇恨2	Hit	1024	4869	2	EventCaster	EventTarget	0	0		8	4476	0		0	0
824	帮会约战_被打出特效	BeHit	1024	7715	1	EventCaster	EventCaster	131564	0		15	0	0		0	0
825	特殊属性雷锐刃命中目标	Hit	25	4876	1	EventCaster	EventCaster	131564	0		16	0	0		0	0
826	特殊属性雷激流命中目标	Hit	25	4876	2	EventCaster	EventCaster	131564	0		16	0	0		0	0
827	特殊属性雷斩铁命中目标	Hit	25	4876	3	EventCaster	EventCaster	131564	0		16	0	0		0	0
828	特殊属性雷灭气命中目标	Hit	25	4876	4	EventCaster	EventCaster	131564	0		16	0	0		0	0
829	特殊属性雷痛切命中目标	Hit	25	4876	5	EventCaster	EventCaster	131564	0		16	0	0		0	0
830	特殊属性雷御受被命中(2级)	Hit	51	4876	6	EventCaster	EventCaster	131564	0		16	0	0	0	0	0
831	特殊属性雷灵动被命中(2级)	Hit	51	4876	7	EventCaster	EventCaster	131564	0		16	0	0	0	0	0
832	特殊属性雷不屈被命中(2级)	Hit	51	4876	8	EventCaster	EventCaster	131564	0		16	0	0	0	0	0
833	特殊属性雷海纳命中目标	Hit	25	4876	9	EventCaster	EventCaster	4096	0		16	0	0		0	0
834	特殊属性雷狂攻命中目标	Hit	25	4876	10	EventCaster	EventCaster	131564	0		16	0	0		0	0
835	特殊属性雷回春命中目标	Hit	51	4876	11	EventCaster	EventCaster	131564	0		16	0	0		0	0
836	特殊属性雷回魂命中目标(2级)	Hit	25	4876	12	EventCaster	EventCaster	4096	0		16	0	0	0	0	0
837	特殊属性雷仇敌被命中	BeHit	51	4876	13	EventCaster	EventCaster	131564	0		16	0	0		0	0
838	明教_极乐引_带无威胁	Cast	1024	4471	1	EventCaster	EventCaster	0	0	0	8	3971	0	0	0	0
839	特殊属性水锐刃命中	Hit	1024	4877	1	EventCaster	EventCaster	131564	0		16	0	0		0	0
840	特殊属性水激流命中	Hit	1024	4877	2	EventCaster	EventCaster	131564	0		16	0	0		0	0
841	特殊属性水痛切命中	Hit	1024	4877	3	EventCaster	EventCaster	131564	0		16	0	0		0	0
842	特殊属性水血魂命中	Hit	1024	4877	4	EventCaster	EventCaster	131564	0		16	0	0		0	0
843	特殊属性水海纳命中	Hit	1024	4877	5	EventCaster	EventCaster	4096	0		16	0	0		0	0
844	特殊属性水御受命中	Hit	1024	4877	6	EventCaster	EventCaster	131564	0		16	0	0		0	0
845	特殊属性水灵动命中	Hit	1024	4877	7	EventCaster	EventCaster	131564	0		16	0	0		0	0
846	特殊属性水不屈命中	Hit	1024	4877	8	EventCaster	EventCaster	131564	0		16	0	0		0	0
847	特殊属性水无双命中	Hit	1024	4877	9	EventCaster	EventCaster	131564	0		16	0	0		0	0
848	特殊属性水锐眼命中	Hit	1024	4877	10	EventCaster	EventCaster	131564	0		16	0	0		0	0
849	特殊属性水狂攻命中	Hit	1024	4877	11	EventCaster	EventCaster	131564	0		16	0	0		0	0
850	特殊属性水仇敌命中	Hit	1024	4877	12	EventCaster	EventCaster	131564	0		16	0	0		0	0
852	特殊属性破守御	Hit	1024	4878	1	EventCaster	EventTarget	131564	0	0	16	0	0	0	0	0
853	特殊属性破生血	Hit	1024	4878	2	EventCaster	EventTarget	131564	0	0	16	0	0	0	0	0
854	特殊属性破耐受	Hit	1024	4878	3	EventCaster	EventTarget	131564	0	0	16	0	0	0	0	0
855	特殊属性破普生	Hit	1024	4878	4	EventCaster	EventTarget	131564	0	0	16	0	0	0	0	0
856	特殊属性疾加易伤	Hit	1024	4880	1	EventCaster	EventTarget	131564	0	0	16	0	0	0	0	0
857	特殊属性疾加血	BeHit	1024	4881	1	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
858	特殊属性疾加疗效	Hit	1024	4881	2	EventCaster	EventCaster	4096	0	0	16	0	0	0	0	0
859	特殊属性疾加盾	Dodge	1024	4881	4	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
860	特殊属性疾加拆招	Parry	1024	4881	3	EventCaster	EventCaster	1	0	0	16	0	0	0	0	0
861	南诏皇宫_柳公子_破绽_万花	BeHit	1024	4905	1	EventCaster	EventCaster	0	0	0	0	187	0		0	0
862	南诏皇宫_柳公子_破绽_剑纯	BeHit	1024	4905	1	EventCaster	EventCaster	0	0	0	0	366	0		0	0
863	南诏皇宫_柳公子_破绽_气纯	BeHit	1024	4905	1	EventCaster	EventCaster	0	0	0	0	2674	0		0	0
864	南诏皇宫_柳公子_破绽_七秀	BeHit	1024	4905	1	EventCaster	EventCaster	0	0	0	0	544	0		0	0
865	南诏皇宫_柳公子_破绽_少林	BeHit	1024	4905	1	EventCaster	EventCaster	0	0	0	0	240	0		0	0
866	南诏皇宫_柳公子_破绽_藏剑	BeHit	1024	4905	1	EventCaster	EventCaster	0	0	0	0	1577	0		0	0
867	南诏皇宫_柳公子_破绽_明教	BeHit	1024	4905	1	EventCaster	EventCaster	0	0	0	0	3977	0		0	0
868	南诏皇宫_柳公子_破绽_五毒	BeHit	1024	4905	1	EventCaster	EventCaster	0	0	0	0	2218	0		0	0
869	南诏皇宫_柳公子_破绽_唐门	BeHit	1024	4905	1	EventCaster	EventCaster	0	0	0	0	3089	0		0	0
870	南诏皇宫_柳公子_破绽_天策	BeHit	1024	4905	1	EventCaster	EventCaster	0	0	0	0	480	0		0	0
871	明教_无明魂锁_被打后醒	BeHit	1024	4922	1	EventCaster	EventCaster	131564	0	0	8	0	0	0	0	0
872	明教_驱夜断愁_驱散暗尘	Cast	1024	4923	1	EventCaster	EventCaster	0	0	0	8	3979	0	0	0	0
873	明教_伤害招式几率带暗尘	Hit	1024	4924	1	EventCaster	EventCaster	236	0	0	8	0	0	0	0	0
874	南诏皇宫_阁罗凤_狼隐咆哮_被驱散_利针	BeHit	1024	4780	1	EventCaster	EventCaster	0	0	0	0	2654	0		0	0
875	南诏皇宫_阁罗凤_狼隐咆哮_被驱散_吞日月	BeHit	1024	4780	1	EventCaster	EventCaster	0	0	0	0	708	0		0	0
876	南诏皇宫_阁罗凤_狼隐咆哮_被驱散_跳珠撼玉	BeHit	1024	4780	1	EventCaster	EventCaster	0	0	0	0	566	0		0	0
877	25人南诏皇宫_泰崇傣_残背	BeHit	1024	4246	2	EventCaster	EventTarget	492	0		0	0	0		0	0
878	25人南诏皇宫_泰崇傣_灼热护甲	BeHit	1024	4247	2	EventCaster	EventCaster	4096	0		0	0	0		0	0
879	南诏皇宫_萧杀_龙象波诺功_25人	BeHit	1024	4281	2	EventCaster	EventCaster	4096	0	0	15	0	0		0	0
880	25人南诏皇宫_康雪烛_血涌	BeHit	1024	4508	2	EventCaster	EventCaster	4096	0	0	0	0	0		0	0
881	70橙武_明教DPS	Cast	21	4940	1	EventCaster	EventCaster	96	0		16	0	0		0	0
882	70橙武_明教T	Cast	41	4941	1	EventCaster	EventCaster	96	0		16	0	0		0	0
883	80橙武_明教DPS	Cast	21	4940	2	EventCaster	EventCaster	96	0		16	0	0		0	0
884	80橙武_明教T	Cast	41	4941	2	EventCaster	EventCaster	96	0		16	0	0		0	0
885	橙武_明教dps_耗豆后加豆1	Cast	1024	4942	1	EventCaster	EventCaster	0	4		16	0	0		0	0
886	橙武_明教dps_耗豆后加豆2	Cast	1024	22002	1	EventCaster	EventCaster	0	2		16	0	0		0	0
887	橙武_明教dps_耗豆后加豆3	Cast	1024	4942	1	EventCaster	EventCaster	0	0		16	0	0		0	0
888	橙武_明教dps_耗豆后加豆4	Cast	1024	4942	1	EventCaster	EventCaster	0	0		16	4036	0		0	0
889	橙武_明教dps_耗豆后加豆5	Cast	1024	4942	1	EventCaster	EventCaster	0	0		16	4037	0		0	0
890	橙武_明教dps_耗豆后加豆6	Cast	1024	4942	1	EventCaster	EventCaster	0	0		16	4038	0		0	0
891	门派活动_生死蛊	BeHit	1024	2918	1	EventCaster	EventCaster	131564	0	0	15	0	0		0	0
892	明教_极乐因_群嘲	Cast	1024	4968	1	EventCaster	EventCaster	0	0	0	8	3971	0	0	0	0
893	明教_净世破魔击日_判个数	Cast	1024	4969	1	EventCaster	EventTarget	0	0	0	8	4037	0	0	0	0
894	破军套加破防值1	Hit	1024	4970	1	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
895	破军套加破防值2	Hit	1024	4970	2	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
896	破军套加破防值3	Hit	1024	4970	3	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
897	破军套加破防值4	Hit	1024	4970	4	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
898	破军套加破防值5	Hit	1024	4970	5	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
899	破军套加破防值6	Hit	1024	4970	6	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
900	破军套加破防值7	Hit	1024	4970	7	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
901	破军套加破防值8	Hit	1024	4970	8	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
902	破军套加破防值9	Hit	1024	4970	9	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
903	破军套加破防值10	Hit	1024	4970	10	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
904	破军套加破防值11	Hit	1024	4970	11	EventCaster	EventCaster	131564	0	0	16	0	0	0	0	0
905	南诏皇宫_6号_陈和尚_致命格挡	BeHit	1024	4981	1	EventCaster	EventCaster	492	0	0	0	0	0		0	0
906	南诏皇宫_6号_李倓_龙头被击	BeHit	1024	4981	1	EventCaster	EventTarget	131072	0	0	0	0	0		0	0
907	三号被击buff	BeHit	1024	5199	1	EventCaster	EventCaster	131564	0	0	13	0	0	0	0	0
908	明教特殊武器_监控攻击	Cast	1024	5213	1	EventCaster	EventCaster	131072	0	0	16	0	0	0	0	0
909	南诏皇宫_小怪_绞喉_被打断	BeHitOTAction	1024	5227	1	EventCaster	EventCaster	2097152	0	0	0	0	0		0	0
910	南诏皇宫_6号_康雪烛_钟林浪蕊	Cast	307	5246	1	EventCaster	EventCaster	12780	0	0	0	0	0		0	0
911	华清宫回忆录_高力士_鹰爪功_被击消除	BeHit	1024	5288	1	EventCaster	EventCaster	131564	0	0	0	0	0		0	0
912	明教_驱夜断愁_判背后	PreCast	1024	5289	1	EventCaster	EventCaster	0	0		8	3979	0	1	64	192
913	华清宫回忆录_安禄山_头脑发热加BUFF	Cast	1024	6519	1	EventCaster	EventCaster	18	0	0	0	0	0		0	0
914	大唐监狱_七伤拳给自己加buff	Hit	1024	7841	1	EventCaster	EventCaster	131072	0	0	0	0	0	0	0	0
915	二号小怪被击buff	BeHit	1024	5377	1	EventCaster	EventCaster	131564	0	0	13	0	0	0	0	0
916	战宝军械库_血眼龙王_逆鳞之殇	Cast	1024	5387	1	EventCaster	EventCaster	1024	0	0	0	0	0		0	0
917	战宝军械库_狼牙盾兵_盾击	BeHit	1024	5395	1	EventCaster	EventCaster	131564	0	0	0	0	0		0	0
918	战宝军械库_刀兵_纳刀	Hit	1024	5404	1	EventCaster	EventCaster	131564	0	0	0	0	0		0	0
919	战宝军械库_骑兵_枪林之风	BeHit	1024	5412	1	EventCaster	EventCaster	492	0	0	0	0	0		0	0
920	战宝军械库_骠骑_枪林之风	BeHit	1024	5412	2	EventCaster	EventCaster	492	0	0	0	0	0		0	0
921	战宝军械库_骁骑_枪林之风	BeHit	1024	5412	3	EventCaster	EventCaster	492	0	0	0	0	0		0	0
922	七秀_丰年_治疗1	Cast	512	3415	1	EventCaster	EventTarget	4096	0	0	4	0	0		0	0
923	七秀_丰年_治疗2	CriticalStrike	1024	2931	1	EventCaster	EventTarget	4096	0	0	4	0	0		0	0
924	大明宫_耶律燕_NPC被打断	HitOTAction	1024	5488	1	EventCaster	EventTarget	1	0	0	0	5487	1	0	0	0
925	大明宫_耶律燕_NPC护盾消除	BeHit	1024	5491	1	EventCaster	EventCaster	1	0	0	0	5488	1	0	0	0
926	少林攻击阵法第六重复制天策197	BeKill	1024	769	2	EventCaster	EventCaster	131583	0	0	5	0	0		0	0
927	明教_暗尘弥散_杀人用	Kill	1024	5502	1	EventCaster	EventCaster	131564	32768		8	0	0		0	0
928	大明宫_剑圣_无式·封脉	HitOTAction	1024	5543	1	EventCaster	EventTarget	1	0	0	0	5542	1	0	0	0
